,Year,Agent,Haul,Latitude,Longitude,CPUE_per_km2
951,2017,ADFG,21,64,-165.727,376.5331067
952,2017,ADFG,22,64.0015,-165.3413333,201.180521
953,2017,ADFG,23,64.0005,-164.9811667,163.2457339
954,2017,ADFG,24,64.00216667,-164.6001667,641.6112572
955,2017,ADFG,25,64.00033333,-164.2008333,1071.293467
956,2017,ADFG,26,64.00283333,-163.8265,555.9432356
957,2017,ADFG,27,64.00216667,-163.4485,114.4930305
958,2017,ADFG,28,64.00016667,-163.0688333,237.208074
959,2017,ADFG,29,64.1665,-163.4381667,291.9056623
961,2017,ADFG,30,64.16683333,-163.8371667,261.7668238
962,2017,ADFG,31,64.167,-164.2211667,184.7108155
963,2017,ADFG,32,64.16683333,-164.6018333,184.5029563
964,2017,ADFG,33,64.167,-164.9825,1302.061189
965,2017,ADFG,34,64.16783333,-165.364,604.3739171
966,2017,ADFG,35,64.326,-164.9178333,401.012636
967,2017,ADFG,36,64.333,-164.6001667,515.3421129
968,2017,ADFG,37,64.3335,-164.2141667,163.4662534
969,2017,ADFG,38,64.503,-164.2028333,634.8534928
970,2017,ADFG,39,64.503,-163.821,625.3688011
972,2017,ADFG,40,64.33683333,-163.8265,269.9890422
973,2017,ADFG,41,64.335,-163.4343333,560.8172627
974,2017,ADFG,42,64.16466667,-163.0748333,193.38648
975,2017,ADFG,43,64.16416667,-162.6833333,91.9064841
976,2017,ADFG,44,64.16433333,-162.3093333,77.37104446
977,2017,ADFG,45,64.33483333,-162.2886667,35.53688783
978,2017,ADFG,46,64.33316667,-161.9005,760.4045688
979,2017,ADFG,47,64.16833333,-161.9253333,25.17157253
980,2017,ADFG,48,64.16483333,-161.5416667,8.060378792
981,2017,ADFG,49,63.99633333,-161.5651667,19.87289008
983,2017,ADFG,50,63.8335,-161.5731667,55.64889779
984,2017,ADFG,51,63.83333333,-161.9516667,0
985,2017,ADFG,52,64,-161.9366667,10.57583039
986,2017,ADFG,53,64.00183333,-162.3171667,10.64678821
987,2017,ADFG,54,63.83033333,-162.3405,126.6989576
988,2017,ADFG,55,64.002,-162.7056667,35.7282865
989,2017,ADFG,56,63.83366667,-163.0961667,69.34896098
990,2017,ADFG,57,63.83316667,-163.471,113.1257925
991,2017,ADFG,58,63.83185,-163.8315,287.0632357
992,2017,ADFG,59,63.8325,-164.2261667,1140.175608
994,2017,ADFG,60,63.82983333,-164.5913333,250.4490847
998,2018,ADFG,1,64.3335,-165.732,2100.856275
1009,2018,ADFG,2,64.33366667,-166.1391667,438.0062981
1020,2018,ADFG,3,64.33333333,-166.5196667,272.8684095
1031,2018,ADFG,4,64.17583333,-166.5048333,345.3962393
1042,2018,ADFG,5,64.00766667,-166.4938333,112.6538254
1053,2018,ADFG,6,63.83933333,-166.4786667,152.1936209
1055,2018,ADFG,7,63.6745,-166.4785,313.8355341
1056,2018,ADFG,8,63.666,-166.1133333,303.4602285
1057,2018,ADFG,9,63.67266667,-165.7305,881.089213
999,2018,ADFG,10,63.66283333,-165.3686667,531.5710978
1000,2018,ADFG,11,63.66916667,-164.9951667,137.3459281
1001,2018,ADFG,12,63.84266667,-164.9706667,361.7667293
1002,2018,ADFG,13,63.842,-165.3535,448.7660594
1003,2018,ADFG,14,63.8365,-165.7296667,672.7315435
1004,2018,ADFG,15,63.83916667,-166.0993333,383.6670338
1005,2018,ADFG,16,64.00766667,-166.1056667,28.5203785
1006,2018,ADFG,17,64.174,-166.1086667,930.5830532
1007,2018,ADFG,18,64.162,-165.7448333,17.68636331
1008,2018,ADFG,19,63.99366667,-165.7356667,17.12381554
1010,2018,ADFG,20,64,-165.3713333,186.8247297
1011,2018,ADFG,21,64,-164.9796667,272.9612013
1012,2018,ADFG,22,64.00033333,-164.5716667,3305.840122
1013,2018,ADFG,23,63.83266667,-164.072,471.9192551
1014,2018,ADFG,24,63.8235,-164.218,218.5945834
1015,2018,ADFG,25,63.99183333,-164.2158333,311.3299013
1016,2018,ADFG,26,63.99966667,-163.8625,272.3420123
1017,2018,ADFG,27,63.83333333,-163.8618333,82.46937802
1018,2018,ADFG,28,63.83333333,-163.4871667,80.55713873
1019,2018,ADFG,29,64.00033333,-163.4708333,127.8599848
1021,2018,ADFG,30,64.1665,-163.4318333,451.8096352
1022,2018,ADFG,31,64.16666667,-163.8111667,94.82017029
1023,2018,ADFG,32,64.16683333,-164.1916667,97.25599905
1024,2018,ADFG,33,64.16683333,-164.5701667,185.0344098
1025,2018,ADFG,34,64.16666667,-164.9811667,240.7116312
1026,2018,ADFG,35,64.16633333,-165.3685,402.0527259
1027,2018,ADFG,36,64.32683333,-164.9788333,142.7626984
1028,2018,ADFG,37,64.33283333,-165.3726667,191.5086563
1029,2018,ADFG,38,64.3325,-164.615,319.1187463
1030,2018,ADFG,39,64.33366667,-164.2238333,85.91832338
1032,2018,ADFG,40,64.50033333,-164.2203333,175.0367693
1033,2018,ADFG,41,64.49983333,-165.8345,561.2821003
1034,2018,ADFG,42,64.33333333,-163.8328333,145.01494
1035,2018,ADFG,43,64.33366667,-163.4548333,214.8762892
1036,2018,ADFG,44,64.17066667,-163.0541667,161.2961514
1037,2018,ADFG,45,64.0055,-163.0628333,62.37004105
1038,2018,ADFG,46,63.83316667,-163.1036667,191.1519337
1039,2018,ADFG,47,63.83433333,-162.7295,105.8643897
1040,2018,ADFG,48,64.00016667,-162.7181667,56.69087296
1041,2018,ADFG,49,64.00016667,-162.3345,5.793978426
1043,2018,ADFG,50,63.84016667,-162.3368333,52.52618186
1044,2018,ADFG,51,63.83316667,-161.979,0
1045,2018,ADFG,52,63.994,-161.955,27.16384273
1046,2018,ADFG,53,63.83833333,-161.5718333,139.8824566
1047,2018,ADFG,54,63.994,-161.5563333,53.62543027
1048,2018,ADFG,55,64.16016667,-161.538,18.51229854
1049,2018,ADFG,56,64.167,-161.907,19.1919722
1050,2018,ADFG,57,64.33383333,-161.8945,43.47190521
1051,2018,ADFG,58,64.3375,-162.2901667,108.8791572
1052,2018,ADFG,59,64.16666667,-162.3293333,8.498099657
1054,2018,ADFG,60,64.164,-162.6875,55.35974445
1058,2019,ADFG,1,64.3345,-165.7236667,678.982477
1069,2019,ADFG,2,64.33383333,-166.0943333,897.4652595
1080,2019,ADFG,3,64.167,-166.0978333,582.3804295
1091,2019,ADFG,4,64.00083333,-166.095,274.9989866
1102,2019,ADFG,5,63.99983333,-165.7481667,766.2217583
1106,2019,ADFG,6,64.16266667,-165.7435,313.759633
1107,2019,ADFG,7,64.334,-166.4846667,220.4331252
1108,2019,ADFG,8,64.17266667,-166.492,22.46498926
1109,2019,ADFG,9,64.00016667,-166.4693333,572.4873388
1059,2019,ADFG,10,63.99133333,-165.3651667,1591.310991
1060,2019,ADFG,11,64.16533333,-165.3683333,2662.021849
1061,2019,ADFG,12,64.334,-165.3748333,40.33374205
1062,2019,ADFG,13,64.33283333,-164.9843333,38.4342124
1063,2019,ADFG,14,64.333,-164.6085,460.1194656
1064,2019,ADFG,15,64.33416667,-164.2195,535.6482058
1065,2019,ADFG,16,64.49983333,-164.2185,417.3970017
1066,2019,ADFG,17,64.49983333,-163.8306667,96.20729683
1067,2019,ADFG,18,64.33283333,-163.8405,116.2594701
1068,2019,ADFG,19,64.33433333,-163.4578333,429.8302037
1070,2019,ADFG,20,64.339,-162.2876667,107.2085651
1071,2019,ADFG,21,64.3345,-161.919,136.007443
1072,2019,ADFG,22,64.16433333,-161.5301667,35.19125658
1073,2019,ADFG,23,64.16716667,-161.9088333,22.25599822
1074,2019,ADFG,24,64.16666667,-162.2881667,5.713125627
1075,2019,ADFG,25,63.99983333,-162.3358333,28.62618892
1076,2019,ADFG,26,64.00033333,-162.6831667,43.14527347
1077,2019,ADFG,27,64.16683333,-162.6713333,36.85740167
1078,2019,ADFG,28,64.16666667,-163.052,47.18540515
1079,2019,ADFG,29,63.99983333,-163.0973333,61.57954711
1081,2019,ADFG,30,63.99966667,-163.4768333,150.2264445
1082,2019,ADFG,31,63.9995,-163.8463333,460.2277364
1083,2019,ADFG,32,63.83283333,-163.857,351.9140947
1084,2019,ADFG,33,63.834,-164.1995,352.5463808
1085,2019,ADFG,34,64,-164.1961667,286.7431783
1086,2019,ADFG,35,64.00016667,-164.9073333,1548.615713
1087,2019,ADFG,36,63.83383333,-164.5818333,1539.757412
1088,2019,ADFG,37,63.83383333,-164.9905,590.2506249
1089,2019,ADFG,38,63.67483333,-164.9715,294.0709625
1090,2019,ADFG,39,63.667,-165.3268333,183.9167995
1092,2019,ADFG,40,63.673,-165.702,1508.307961
1093,2019,ADFG,41,63.67033333,-166.08,1695.887873
1094,2019,ADFG,42,63.671,-166.4521667,2053.598644
1095,2019,ADFG,43,63.83816667,-166.465,389.0940077
1096,2019,ADFG,44,63.836,-166.1045,1084.119527
1097,2019,ADFG,45,63.83383333,-165.7396667,1139.737016
1098,2019,ADFG,46,63.83316667,-165.3665,70.84578118
1099,2019,ADFG,47,64,-164.991,1353.615091
1100,2019,ADFG,48,64.16666667,-164.9863333,3354.06165
1101,2019,ADFG,49,64.167,-164.6056667,563.3850473
1103,2019,ADFG,50,64.1665,-164.226,322.5580762
1104,2019,ADFG,51,64.16683333,-163.8455,104.1394973
1105,2019,ADFG,52,64.16733333,-163.4651667,154.2536298
1110,2020,ADFG,1,64.49983333,-164.2176667,819.2464123
1121,2020,ADFG,2,64.50066667,-163.0666667,1399.097456
1132,2020,ADFG,3,64.50016667,-163.5001667,577.1017745
1143,2020,ADFG,4,64.33433333,-163.4578333,550.087535
1154,2020,ADFG,5,64.15116667,-163.4531667,240.5604842
1158,2020,ADFG,6,64.168,-163.0655,491.9047811
1159,2020,ADFG,7,64.1795,-162.7098333,322.7213389
1160,2020,ADFG,8,64.18433333,-162.3125,26.5746678
1161,2020,ADFG,9,64.32883333,-162.2953333,385.9361372
1111,2020,ADFG,10,64.32283333,-161.8483333,744.18431
1112,2020,ADFG,11,64.16433333,-161.9406667,1980.230075
1113,2020,ADFG,12,64.162,-161.5446667,20.95563098
1114,2020,ADFG,13,64.00016667,-161.5898333,39.58723373
1115,2020,ADFG,14,63.84766667,-161.6126667,311.8548599
1116,2020,ADFG,15,63.825,-161.95,1156.088542
1117,2020,ADFG,16,64.0125,-161.9413333,94.50277442
1118,2020,ADFG,17,63.989,-162.313,53.45495957
1119,2020,ADFG,18,63.83383333,-162.3575,89.1014237
1120,2020,ADFG,19,63.8345,-162.724,126.2898788
1122,2020,ADFG,20,63.98633333,-162.7275,130.0067773
1123,2020,ADFG,21,63.99383333,-163.0995,116.1280795
1124,2020,ADFG,22,63.83283333,-163.1225,53.43108523
1125,2020,ADFG,23,63.99716667,-163.5266667,32.20811292
1126,2020,ADFG,24,63.83066667,-163.4566667,17.97486357
1127,2020,ADFG,25,63.832,-163.8456667,31.3603168
1128,2020,ADFG,26,63.84016667,-164.8401667,23.69966727
1129,2020,ADFG,27,63.83416667,-164.5018333,36.31874637
1130,2020,ADFG,28,63.99583333,-164.5866667,58.53483747
1131,2020,ADFG,29,63.98866667,-164.2423333,68.10078963
1133,2020,ADFG,30,64.00833333,-163.8505,159.4148133
1134,2020,ADFG,31,64.16733333,-163.833,295.500986
1135,2020,ADFG,32,64.16683333,-164.1895,238.361471
1136,2020,ADFG,33,64.327,-164.2418333,90.61282971
1137,2020,ADFG,34,64.329,-164.6091667,283.7642693
1138,2020,ADFG,35,64.33566667,-164.9615,372.9032386
1139,2020,ADFG,36,64.33833333,-165.3541667,749.1139377
1140,2020,ADFG,37,64.335,-165.7236667,356.6276383
1141,2020,ADFG,38,64.33,-166.1008333,294.0709625
1142,2020,ADFG,39,64.325,-166.4143333,78.50601971
1144,2020,ADFG,40,64.15466667,-166.4728333,423.7497132
1145,2020,ADFG,41,64.004,-166.4601667,398.2801455
1146,2020,ADFG,42,64.17666667,-166.0258333,498.737455
1147,2020,ADFG,43,64.16466667,-165.7476667,169.1126835
1148,2020,ADFG,44,64.16233333,-165.377,253.7056243
1149,2020,ADFG,45,64.16183333,-164.9611667,771.7441265
1150,2020,ADFG,46,64.16316667,-164.6016667,13.59635324
1151,2020,ADFG,47,64.00766667,-164.95,937.2037094
1152,2020,ADFG,48,64.002,-165.3611667,2241.170278
1153,2020,ADFG,49,63.99233333,-165.7215,563.3850473
1155,2020,ADFG,50,63.99816667,-166.0958333,361.0389382
1156,2020,ADFG,51,63.83966667,-166.1046667,84.91129367
1157,2020,ADFG,52,63.819,-166.4716667,327.885927
