Year,Agency,Collection Name,OBS Gear Code,FMP Area,Reporting Area,ADFG Region,ADFG Statistical Area,Agency Species Code Type,Species Code,Species Group Code,Species Group Name,Number Animals,Weight,Record Count,Contact,Date Received from AKR
2017,NMFS,Northern Bering Sea Bottom Trawl Survey,1,BS,524,,,AKR,127,YSOL,Yellowfin Sole,7314,3165.609,1,"Bob Lauth, NMFS, bob.lauth@noaa.gov",10/18/20 19:00
2018,ADFG,Blue King Crab Pot Survey,6,BS,521,Westward,,AKR,127,YSOL,Yellowfin Sole,14,6.479,1,"Vicki Vanek, ADFG, vicki.vanek@alaska.gov",10/18/20 19:00
2018,ADFG,Blue King Crab Pot Survey,6,BS,524,Westward,,AKR,127,YSOL,Yellowfin Sole,70,32.396,1,"Vicki Vanek, ADFG, vicki.vanek@alaska.gov",10/18/20 19:00
2018,ADFG,Large-Mesh Trawl Survey,1,BS,519,Westward,655406,AKR,127,YSOL,Yellowfin Sole,14,10.22,1,"Mike Byerly, ADFG, mike.byerly@alaska.gov",10/18/20 19:00
2018,ADFG,Large-Mesh Trawl Survey,1,BS,519,Westward,665335,AKR,127,YSOL,Yellowfin Sole,10,5.05,1,"Mike Byerly, ADFG, mike.byerly@alaska.gov",10/18/20 19:00
2018,ADFG,Large-Mesh Trawl Survey,1,BS,519,Westward,665336,AKR,127,YSOL,Yellowfin Sole,4,0.84,1,"Mike Byerly, ADFG, mike.byerly@alaska.gov",10/18/20 19:00
2018,IPHC,IPHC Annual Longline Survey,8,BS,521,,,AKR,127,YSOL,Yellowfin Sole,,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/18/20 19:00
2018,NMFS,Aleutian Island Bottom Trawl Survey,1,BS,519,,,AKR,127,YSOL,Yellowfin Sole,41,17.78,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",10/18/20 19:00
2018,NMFS,Eastern Bering Sea Bottom Trawl Survey,1,BS,508,,,AKR,127,YSOL,Yellowfin Sole,22410,3285.69,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",10/18/20 19:00
2018,NMFS,Eastern Bering Sea Bottom Trawl Survey,1,BS,509,,,AKR,127,YSOL,Yellowfin Sole,23842,7055.02,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",10/18/20 19:00
2018,NMFS,Eastern Bering Sea Bottom Trawl Survey,1,BS,512,,,AKR,127,YSOL,Yellowfin Sole,14934,4805.559,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",10/18/20 19:00
2018,NMFS,Eastern Bering Sea Bottom Trawl Survey,1,BS,513,,,AKR,127,YSOL,Yellowfin Sole,36080,13513.993,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",10/18/20 19:00
2018,NMFS,Eastern Bering Sea Bottom Trawl Survey,1,BS,514,,,AKR,127,YSOL,Yellowfin Sole,107158,29687.889,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",10/18/20 19:00
2018,NMFS,Eastern Bering Sea Bottom Trawl Survey,1,BS,516,,,AKR,127,YSOL,Yellowfin Sole,12108,3383.4,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",10/18/20 19:00
2018,NMFS,Eastern Bering Sea Bottom Trawl Survey,1,BS,517,,,AKR,127,YSOL,Yellowfin Sole,1056,392.474,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",10/18/20 19:00
2018,NMFS,Eastern Bering Sea Bottom Trawl Survey,1,BS,521,,,AKR,127,YSOL,Yellowfin Sole,6428,3319.988,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",10/18/20 19:00
2018,NMFS,Eastern Bering Sea Bottom Trawl Survey,1,BS,524,,,AKR,127,YSOL,Yellowfin Sole,4302,1832.232,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",10/18/20 19:00
2018,NMFS,Eastern Bering Sea Walleye Pollock Acoustic-Trawl Survey,1,BS,524,,,AKR,127,YSOL,Yellowfin Sole,182,85.22,1,"Chris Wilson, Patrick Ressler, Michael Martin, NMFS, chris.wilson@noaa.gov, patrick.ressler@noaa.gov, michael.martin@noaa.gov",10/18/20 19:00
2018,NMFS,Eastern Bering Sea Walleye Pollock Acoustic-Trawl Survey,2,BS,509,,,AKR,127,YSOL,Yellowfin Sole,3,1.57,1,"Chris Wilson, Patrick Ressler, Michael Martin, NMFS, chris.wilson@noaa.gov, patrick.ressler@noaa.gov, michael.martin@noaa.gov",10/18/20 19:00
2018,NMFS,Eastern Bering Sea Walleye Pollock Acoustic-Trawl Survey,2,BS,512,,,AKR,127,YSOL,Yellowfin Sole,11,4.78,1,"Chris Wilson, Patrick Ressler, Michael Martin, NMFS, chris.wilson@noaa.gov, patrick.ressler@noaa.gov, michael.martin@noaa.gov",10/18/20 19:00
2018,NMFS,Eastern Bering Sea Walleye Pollock Acoustic-Trawl Survey,2,BS,513,,,AKR,127,YSOL,Yellowfin Sole,29,15.17,1,"Chris Wilson, Patrick Ressler, Michael Martin, NMFS, chris.wilson@noaa.gov, patrick.ressler@noaa.gov, michael.martin@noaa.gov",10/18/20 19:00
2018,NMFS,Eastern Bering Sea Walleye Pollock Acoustic-Trawl Survey,2,BS,514,,,AKR,127,YSOL,Yellowfin Sole,2,1.13,1,"Chris Wilson, Patrick Ressler, Michael Martin, NMFS, chris.wilson@noaa.gov, patrick.ressler@noaa.gov, michael.martin@noaa.gov",10/18/20 19:00
2018,NMFS,Eastern Bering Sea Walleye Pollock Acoustic-Trawl Survey,2,BS,516,,,AKR,127,YSOL,Yellowfin Sole,19,6.23,1,"Chris Wilson, Patrick Ressler, Michael Martin, NMFS, chris.wilson@noaa.gov, patrick.ressler@noaa.gov, michael.martin@noaa.gov",10/18/20 19:00
2018,NMFS,Eastern Bering Sea Walleye Pollock Acoustic-Trawl Survey,2,BS,521,,,AKR,127,YSOL,Yellowfin Sole,1,0.5,1,"Chris Wilson, Patrick Ressler, Michael Martin, NMFS, chris.wilson@noaa.gov, patrick.ressler@noaa.gov, michael.martin@noaa.gov",10/18/20 19:00
2018,NMFS,Eastern Bering Sea Walleye Pollock Acoustic-Trawl Survey,2,BS,524,,,AKR,127,YSOL,Yellowfin Sole,17,8.4,1,"Chris Wilson, Patrick Ressler, Michael Martin, NMFS, chris.wilson@noaa.gov, patrick.ressler@noaa.gov, michael.martin@noaa.gov",10/18/20 19:00
2018,NMFS,Northern Bering Sea Bottom Trawl Survey,1,BS,514,,,AKR,127,YSOL,Yellowfin Sole,11707,3725.932,1,"Bob Lauth, NMFS, bob.lauth@noaa.gov",10/18/20 19:00
2018,NMFS,Northern Bering Sea Bottom Trawl Survey,1,BS,524,,,AKR,127,YSOL,Yellowfin Sole,3741,1308.075,1,"Bob Lauth, NMFS, bob.lauth@noaa.gov",10/18/20 19:00
2019,ADFG,Large-Mesh Trawl Survey,1,BS,519,Westward,665335,AKR,127,YSOL,Yellowfin Sole,18,11.24,1,"Kally Spalinger, ADFG, kally.spalinger@alaska.gov",10/18/20 19:00
2019,ADFG,Pribilof Island Tanner Tagging,6,BS,513,Westward,,AKR,127,YSOL,Yellowfin Sole,290,134.212,1,"Vicki Vanek, ADFG, vicki.vanek@alaska.gov",10/18/20 19:00
2019,ADFG,Pribilof Island Tanner Tagging,6,BS,521,Westward,,AKR,127,YSOL,Yellowfin Sole,9,4.165,1,"Vicki Vanek, ADFG, vicki.vanek@alaska.gov",10/18/20 19:00
2019,IPHC,IPHC Annual Longline Survey,8,BS,513,,,AKR,127,YSOL,Yellowfin Sole,0,10.932,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/18/20 19:00
2019,IPHC,IPHC Annual Longline Survey,8,BS,517,,,AKR,127,YSOL,Yellowfin Sole,0,2.858,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/18/20 19:00
2019,IPHC,IPHC Annual Longline Survey,8,BS,521,,,AKR,127,YSOL,Yellowfin Sole,0,4.354,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/18/20 19:00
2019,NMFS,Eastern Bering Sea Bottom Trawl Survey,1,BS,508,,,AKR,127,YSOL,Yellowfin Sole,34446,10703.414,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",10/18/20 19:00
2019,NMFS,Eastern Bering Sea Bottom Trawl Survey,1,BS,509,,,AKR,127,YSOL,Yellowfin Sole,12844,4430.923,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",10/18/20 19:00
2019,NMFS,Eastern Bering Sea Bottom Trawl Survey,1,BS,512,,,AKR,127,YSOL,Yellowfin Sole,23150,7798.775,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",10/18/20 19:00
2019,NMFS,Eastern Bering Sea Bottom Trawl Survey,1,BS,513,,,AKR,127,YSOL,Yellowfin Sole,27837,11155.629,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",10/18/20 19:00
2019,NMFS,Eastern Bering Sea Bottom Trawl Survey,1,BS,514,,,AKR,127,YSOL,Yellowfin Sole,91454,23706.537,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",10/18/20 19:00
2019,NMFS,Eastern Bering Sea Bottom Trawl Survey,1,BS,516,,,AKR,127,YSOL,Yellowfin Sole,6817,2289.361,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",10/18/20 19:00
2019,NMFS,Eastern Bering Sea Bottom Trawl Survey,1,BS,517,,,AKR,127,YSOL,Yellowfin Sole,124,61.811,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",10/18/20 19:00
2019,NMFS,Eastern Bering Sea Bottom Trawl Survey,1,BS,521,,,AKR,127,YSOL,Yellowfin Sole,5898,3066.321,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",10/18/20 19:00
2019,NMFS,Eastern Bering Sea Bottom Trawl Survey,1,BS,524,,,AKR,127,YSOL,Yellowfin Sole,9334,4268.732,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",10/18/20 19:00
2019,NMFS,Northern Bering Sea Bottom Trawl Survey,1,BS,514,,,AKR,127,YSOL,Yellowfin Sole,51530,11498.755,1,"Bob Lauth, NMFS, bob.lauth@noaa.gov",10/18/20 19:00
2019,NMFS,Northern Bering Sea Bottom Trawl Survey,1,BS,524,,,AKR,127,YSOL,Yellowfin Sole,14043,5526.139,1,"Bob Lauth, NMFS, bob.lauth@noaa.gov",10/18/20 19:00
