LATITUDE,LONGITUDE,STATION,STRATUM,YEAR,DATETIME,CPUE_KGHA,CPUE_NOHA,COMMON_NAME,SCIENTIFIC_NAME,SPECIES_CODE,BOTTOM_DEPTH,BOTTOM_TEMPERATURE,SURFACE_TEMPERATURE,VESSEL,CRUISE,HAUL
61.00248,-174.87204,S-27,82,2019,7/27/19 7:35,7.3523,18.4269,Bering flounder,Hippoglossoides robustus,10140,91,2.2,10.5,94,201901,199
61.34193,-175.0234,T-27,82,2019,7/27/19 10:20,1.6075,5.479,Bering flounder,Hippoglossoides robustus,10140,87,1.6,10.7,94,201901,200
61.33818,-174.36084,T-26,82,2019,7/27/19 12:52,0.6784,3.7886,Bering flounder,Hippoglossoides robustus,10140,79,1.7,11,94,201901,201
61.3333,-173.6226,T-25,82,2019,7/27/19 15:37,0.7775,1.503,Bering flounder,Hippoglossoides robustus,10140,74,0.8,11.2,94,201901,202
61.66961,-173.64715,U-25,82,2019,7/28/19 7:32,2.8288,9.9941,Bering flounder,Hippoglossoides robustus,10140,71,0.7,10.9,94,201901,203
61.66843,-174.40078,U-26,82,2019,7/28/19 10:15,1.3577,5.9661,Bering flounder,Hippoglossoides robustus,10140,77,0.3,10.6,94,201901,204
61.99285,-174.49934,V-26,82,2019,7/28/19 13:09,1.5987,6.8097,Bering flounder,Hippoglossoides robustus,10140,74,-0.3,10.6,94,201901,205
61.97363,-173.74467,V-25,82,2019,7/28/19 16:23,1.2725,7.8808,Bering flounder,Hippoglossoides robustus,10140,64,1,10.4,94,201901,206
57.3319,-164.02352,H-07,31,2019,6/13/19 6:23,0.0213,0.6785,Bering flounder,Hippoglossoides robustus,10140,63,4,8.7,162,201901,42
57.343,-164.60169,H-06,31,2019,6/15/19 14:35,0.0152,0.4537,Bering flounder,Hippoglossoides robustus,10140,66,3.6,8.3,162,201901,55
57.00837,-164.59852,G-06,31,2019,6/15/19 17:24,0.0123,0.4477,Bering flounder,Hippoglossoides robustus,10140,69,4,9.1,162,201901,56
57.3211,-165.86474,H-04,31,2019,6/25/19 9:57,0.1073,4.5551,Bering flounder,Hippoglossoides robustus,10140,68,3.7,9.7,162,201901,78
57.6547,-165.88003,I-04,31,2019,6/25/19 12:53,0.1466,4.9847,Bering flounder,Hippoglossoides robustus,10140,64,3.8,9.7,162,201901,79
58.66097,-166.54895,L-03,20,2019,6/26/19 11:13,0.0268,0.7237,Bering flounder,Hippoglossoides robustus,10140,42,7,7.5,162,201901,84
60.33417,-167.95067,Q-01,20,2019,6/28/19 9:38,0.0073,0.2156,Bering flounder,Hippoglossoides robustus,10140,32,8,8,162,201901,93
58.68142,-169.12431,L-19,41,2019,6/29/19 18:01,0.0364,1.5555,Bering flounder,Hippoglossoides robustus,10140,63,3.2,9.6,162,201901,100
58.34597,-171.65172,K-23,41,2019,7/8/19 15:00,0.0386,0.2056,Bering flounder,Hippoglossoides robustus,10140,96,3.7,11.6,162,201901,133
60.02807,-173.94196,P-26,43,2019,7/17/19 17:31,0.1018,0.7402,Bering flounder,Hippoglossoides robustus,10140,96,2.6,10.8,162,201901,157
59.82322,-173.57257,PO2625,43,2019,7/18/19 10:12,0.0417,0.1827,Bering flounder,Hippoglossoides robustus,10140,95,2.7,10.5,162,201901,159
60.34982,-175.39316,Q-28,61,2019,7/20/19 7:45,0.0535,0.2059,Bering flounder,Hippoglossoides robustus,10140,111,2.6,10.1,162,201901,168
61.68769,-176.44811,U-29,90,2019,7/25/19 14:03,1.1443,5.4079,Bering flounder,Hippoglossoides robustus,10140,104,1.8,9.8,162,201901,181
61.31936,-176.32787,T-29,90,2019,7/27/19 13:33,1.5536,4.9261,Bering flounder,Hippoglossoides robustus,10140,106,1.9,10.3,162,201901,189
61.33385,-175.70475,T-28,90,2019,7/27/19 15:59,6.3164,20.5617,Bering flounder,Hippoglossoides robustus,10140,98,1.6,10.5,162,201901,190
61.64741,-175.76382,U-28,82,2019,7/27/19 18:31,5.4078,22.7977,Bering flounder,Hippoglossoides robustus,10140,95,1.5,10.1,162,201901,191
61.64689,-175.08022,U-27,82,2019,7/28/19 7:37,1.5282,5.4859,Bering flounder,Hippoglossoides robustus,10140,85,1,10.9,162,201901,192
61.99138,-175.15165,V-27,82,2019,7/28/19 10:12,0.3416,1.6765,Bering flounder,Hippoglossoides robustus,10140,80,0.4,10.8,162,201901,193
61.99953,-175.78022,V-28,82,2019,7/28/19 12:37,1.2079,7.3204,Bering flounder,Hippoglossoides robustus,10140,91,1.2,10.6,162,201901,194
55.34481,-163.39036,B-08,31,2019,6/9/19 6:27,0.228,0.4105,English sole,Parophrys vetulus,10170,53,5.4,8.7,162,201901,28
56.67724,-172.59582,F-25,61,2019,7/14/19 7:33,0.1111,0.4186,Dover sole,Microstomus pacificus,10180,134,4.4,10.8,94,201901,145
55.34481,-163.39036,B-08,31,2019,6/9/19 6:27,0.1673,1.4366,Dover sole,Microstomus pacificus,10180,53,5.4,8.7,162,201901,28
54.98716,-165.15827,A-05,50,2019,6/11/19 6:36,0.4807,0.8418,Dover sole,Microstomus pacificus,10180,112,5.1,8.4,162,201901,33
55.66857,-164.5875,C-06,31,2019,6/11/19 14:37,0.051,0.4229,Dover sole,Microstomus pacificus,10180,97,5.2,9.2,162,201901,36
55.67489,-164.00599,C-07,31,2019,6/11/19 17:14,0.0577,1.2866,Dover sole,Microstomus pacificus,10180,95,5.1,9.3,162,201901,37
55.00953,-165.76491,A-04,50,2019,6/18/19 6:45,0.0408,0.1941,Dover sole,Microstomus pacificus,10180,130,4.6,8,162,201901,67
55.33839,-166.96766,B-02,50,2019,6/23/19 10:17,0.0091,0.1821,Dover sole,Microstomus pacificus,10180,140,4.6,9.1,162,201901,70
58.32507,-173.56697,K-26,61,2019,7/15/19 12:23,0.0484,0.1847,Dover sole,Microstomus pacificus,10180,115,3.8,10.6,162,201901,145
58.33233,-174.28411,K-27,61,2019,7/15/19 15:19,0.017,0.1888,Dover sole,Microstomus pacificus,10180,155,4,10.9,162,201901,146
56.65096,-161.59646,F-11,31,2019,6/6/19 18:36,6.4723,11.581,rex sole,Glyptocephalus zachirus,10200,88,4.6,8.4,94,201901,19
57.30906,-161.55211,H-11,31,2019,6/7/19 9:49,0.0295,0.2187,rex sole,Glyptocephalus zachirus,10200,56,5.8,8,94,201901,21
55.99372,-163.39367,D-08,31,2019,6/10/19 7:08,0.4789,1.2542,rex sole,Glyptocephalus zachirus,10200,88,4.5,8.9,94,201901,34
56.32909,-163.41739,E-08,31,2019,6/10/19 11:22,0.4391,2.7198,rex sole,Glyptocephalus zachirus,10200,85,4.3,8.9,94,201901,36
56.34468,-166.41512,E-03,31,2019,6/17/19 9:47,1.9047,6.2579,rex sole,Glyptocephalus zachirus,10200,103,4.7,9.3,94,201901,69
56.00619,-166.39997,D-03,50,2019,6/17/19 12:20,0.6055,1.8922,rex sole,Glyptocephalus zachirus,10200,123,4.6,9.4,94,201901,70
55.68473,-166.40486,C-03,50,2019,6/17/19 14:52,1.1183,4.0629,rex sole,Glyptocephalus zachirus,10200,126,4.7,9.2,94,201901,71
55.36259,-166.36918,B-03,50,2019,6/17/19 17:29,2.0504,10.1848,rex sole,Glyptocephalus zachirus,10200,132,4.7,8.8,94,201901,72
55.0235,-166.35313,A-03,50,2019,6/17/19 20:14,4.6078,26.9811,rex sole,Glyptocephalus zachirus,10200,143,4.7,8.3,94,201901,73
55.33674,-167.5503,B-01,50,2019,6/23/19 7:21,10.1222,39.8999,rex sole,Glyptocephalus zachirus,10200,148,4.6,9,94,201901,74
55.66719,-167.55617,C-01,50,2019,6/23/19 10:15,4.7933,22.7868,rex sole,Glyptocephalus zachirus,10200,135,4.4,9.4,94,201901,75
55.66095,-168.16686,C-18,50,2019,6/23/19 12:59,3.5652,15.3212,rex sole,Glyptocephalus zachirus,10200,135,4.4,9.2,94,201901,76
55.99973,-168.22279,D-18,50,2019,6/23/19 15:43,2.7045,1.8926,rex sole,Glyptocephalus zachirus,10200,150,4.4,9.2,94,201901,77
56.00762,-167.63406,D-01,50,2019,6/23/19 18:35,2.8957,12.9134,rex sole,Glyptocephalus zachirus,10200,132,4.5,9.8,94,201901,78
56.33738,-167.61958,E-01,50,2019,6/24/19 7:11,0.247,0.9958,rex sole,Glyptocephalus zachirus,10200,128,4.6,9.6,94,201901,79
56.33855,-168.22554,E-18,50,2019,6/24/19 9:48,0.6332,3.1563,rex sole,Glyptocephalus zachirus,10200,151,4.4,9.7,94,201901,80
56.65516,-168.31849,F-18,50,2019,6/24/19 12:40,0.5987,2.2953,rex sole,Glyptocephalus zachirus,10200,107,4.5,9.7,94,201901,81
56.65396,-167.6742,F-01,31,2019,6/24/19 15:46,1.1628,4.3985,rex sole,Glyptocephalus zachirus,10200,103,4.5,9.7,94,201901,82
57.33582,-167.13461,H-02,31,2019,6/25/19 15:30,0.1856,0.2109,rex sole,Glyptocephalus zachirus,10200,70,3.9,9.4,94,201901,87
56.84641,-168.59127,GF1918,32,2019,6/29/19 17:11,0.2445,1.3925,rex sole,Glyptocephalus zachirus,10200,97,4.4,10,94,201901,106
56.68304,-168.88859,F-19,32,2019,6/30/19 7:08,0.6708,2.3675,rex sole,Glyptocephalus zachirus,10200,100,4.4,9.8,94,201901,107
56.33681,-168.85656,E-19,50,2019,6/30/19 9:52,2.7489,10.636,rex sole,Glyptocephalus zachirus,10200,128,4.5,10.1,94,201901,108
56.33653,-169.30074,E-20,50,2019,6/30/19 11:58,3.872,7.9588,rex sole,Glyptocephalus zachirus,10200,138,4.5,10.1,94,201901,109
56.33384,-170.05454,E-21,50,2019,6/30/19 15:10,12.9052,36.4458,rex sole,Glyptocephalus zachirus,10200,109,4.5,10.1,94,201901,110
56.34082,-170.64435,E-22,61,2019,6/30/19 17:51,12.1184,48.7848,rex sole,Glyptocephalus zachirus,10200,120,4.5,9.9,94,201901,111
56.67279,-170.73415,F-22,61,2019,7/1/19 7:19,0.9587,3.2531,rex sole,Glyptocephalus zachirus,10200,115,4.4,9.1,94,201901,112
56.83561,-170.45667,GF2221,42,2019,7/1/19 12:37,0.13,0.4044,rex sole,Glyptocephalus zachirus,10200,100,4.6,8.8,94,201901,114
57.34208,-172.11345,H-24,61,2019,7/9/19 7:24,0.1377,0.6261,rex sole,Glyptocephalus zachirus,10200,109,4.2,10.3,94,201901,142
57.01113,-172.0566,G-24,61,2019,7/9/19 10:19,0.1546,0.8735,rex sole,Glyptocephalus zachirus,10200,118,4.4,9.9,94,201901,143
56.68513,-171.98363,F-24,61,2019,7/9/19 13:08,5.8047,19.4868,rex sole,Glyptocephalus zachirus,10200,126,4.4,9.3,94,201901,144
56.67724,-172.59582,F-25,61,2019,7/14/19 7:33,13.3416,50.228,rex sole,Glyptocephalus zachirus,10200,134,4.4,10.8,94,201901,145
57.00957,-172.64288,G-25,61,2019,7/14/19 11:24,0.7883,2.9783,rex sole,Glyptocephalus zachirus,10200,121,4.3,11.2,94,201901,146
57.32882,-172.81515,H-25,61,2019,7/14/19 14:08,0.7696,1.7492,rex sole,Glyptocephalus zachirus,10200,117,4.2,10.5,94,201901,147
57.65889,-172.78308,I-25,61,2019,7/14/19 16:47,0.0643,0.4016,rex sole,Glyptocephalus zachirus,10200,119,4.1,11.5,94,201901,148
58.0039,-172.81196,J-25,61,2019,7/15/19 7:32,0.0162,0.5651,rex sole,Glyptocephalus zachirus,10200,109,3.9,11.6,94,201901,149
58.3141,-172.91488,K-25,61,2019,7/15/19 10:27,0.0552,0.1972,rex sole,Glyptocephalus zachirus,10200,109,3.8,11.6,94,201901,150
59.01104,-174.97884,M-28,61,2019,7/22/19 11:11,0.0091,0.181,rex sole,Glyptocephalus zachirus,10200,130,3.6,10.2,94,201901,178
58.76205,-174.92225,L-28,61,2019,7/22/19 14:29,2.0406,9.2059,rex sole,Glyptocephalus zachirus,10200,141,3.8,10,94,201901,179
58.67524,-175.52778,L-29,61,2019,7/22/19 17:45,8.2209,29.8645,rex sole,Glyptocephalus zachirus,10200,135,3.7,10.3,94,201901,180
58.98363,-175.7311,M-29,61,2019,7/23/19 7:44,0.0805,0.1829,rex sole,Glyptocephalus zachirus,10200,134,3.4,9.9,94,201901,181
57.32342,-160.92923,H-12,31,2019,6/5/19 13:57,0.1027,0.2121,rex sole,Glyptocephalus zachirus,10200,63,4.6,7.6,162,201901,12
56.34555,-162.18124,E-10,31,2019,6/8/19 8:28,0.067,0.2177,rex sole,Glyptocephalus zachirus,10200,78,4.4,8.6,162,201901,24
55.66445,-163.40103,C-08,31,2019,6/8/19 16:51,0.45,1.0562,rex sole,Glyptocephalus zachirus,10200,80,4.9,8.8,162,201901,27
55.34481,-163.39036,B-08,31,2019,6/9/19 6:27,0.2214,1.0262,rex sole,Glyptocephalus zachirus,10200,53,5.4,8.7,162,201901,28
55.3485,-164.54327,B-06,31,2019,6/9/19 12:33,6.8653,12.9377,rex sole,Glyptocephalus zachirus,10200,101,5.3,7.5,162,201901,30
55.05511,-164.57017,A-06,31,2019,6/9/19 15:08,0.0792,0.22,rex sole,Glyptocephalus zachirus,10200,64,5.9,8,162,201901,31
54.71069,-165.13802,Z-05,31,2019,6/9/19 18:24,1.5721,2.2405,rex sole,Glyptocephalus zachirus,10200,83,5.9,7.4,162,201901,32
54.98716,-165.15827,A-05,50,2019,6/11/19 6:36,17.0922,31.568,rex sole,Glyptocephalus zachirus,10200,112,5.1,8.4,162,201901,33
55.30889,-165.16651,B-05,50,2019,6/11/19 9:11,3.6419,6.3691,rex sole,Glyptocephalus zachirus,10200,110,4.9,8.4,162,201901,34
55.64897,-165.17235,C-05,31,2019,6/11/19 11:47,0.3599,1.8854,rex sole,Glyptocephalus zachirus,10200,109,4.8,8.9,162,201901,35
55.66857,-164.5875,C-06,31,2019,6/11/19 14:37,3.5253,10.9961,rex sole,Glyptocephalus zachirus,10200,97,5.2,9.2,162,201901,36
55.67489,-164.00599,C-07,31,2019,6/11/19 17:14,1.5409,4.7175,rex sole,Glyptocephalus zachirus,10200,95,5.1,9.3,162,201901,37
55.98878,-164.0336,D-07,31,2019,6/12/19 6:34,0.3068,1.0233,rex sole,Glyptocephalus zachirus,10200,91,4.7,9.3,162,201901,38
56.00138,-164.57777,D-06,31,2019,6/16/19 12:15,0.5966,1.0217,rex sole,Glyptocephalus zachirus,10200,92,4.6,9.6,162,201901,59
55.98544,-165.16671,D-05,31,2019,6/16/19 17:14,1.1795,2.662,rex sole,Glyptocephalus zachirus,10200,96,4.9,9.3,162,201901,60
56.33786,-165.18999,E-05,31,2019,6/17/19 6:33,0.185,0.4448,rex sole,Glyptocephalus zachirus,10200,86,4.2,9.6,162,201901,61
56.33603,-165.79183,E-04,31,2019,6/17/19 9:17,0.1307,0.1986,rex sole,Glyptocephalus zachirus,10200,92,4.8,9.3,162,201901,62
56.0232,-165.7949,D-04,31,2019,6/17/19 11:43,0.8119,2.8347,rex sole,Glyptocephalus zachirus,10200,106,4.8,9.2,162,201901,63
55.67362,-165.80805,C-04,50,2019,6/17/19 14:49,0.7415,2.065,rex sole,Glyptocephalus zachirus,10200,117,4.8,8.7,162,201901,65
55.35226,-165.78851,B-04,50,2019,6/17/19 17:32,1.6244,7.7638,rex sole,Glyptocephalus zachirus,10200,119,5.1,8.3,162,201901,66
55.00953,-165.76491,A-04,50,2019,6/18/19 6:45,6.5774,12.6152,rex sole,Glyptocephalus zachirus,10200,130,4.6,8,162,201901,67
54.83603,-165.54579,AZ0504,50,2019,6/18/19 9:02,3.2812,4.5775,rex sole,Glyptocephalus zachirus,10200,155,4.5,7.3,162,201901,68
54.99162,-166.9309,A-02,50,2019,6/23/19 7:07,4.4511,30.9465,rex sole,Glyptocephalus zachirus,10200,156,4.5,8.5,162,201901,69
55.33839,-166.96766,B-02,50,2019,6/23/19 10:17,3.1026,15.6588,rex sole,Glyptocephalus zachirus,10200,140,4.6,9.1,162,201901,70
55.64734,-166.97629,C-02,50,2019,6/23/19 13:18,1.6126,6.4201,rex sole,Glyptocephalus zachirus,10200,135,4.5,9.7,162,201901,71
55.97586,-167.00551,D-02,50,2019,6/23/19 15:54,1.5848,6.4224,rex sole,Glyptocephalus zachirus,10200,135,4.5,9.6,162,201901,72
56.3255,-167.01806,E-02,50,2019,6/24/19 6:56,2.8604,11.836,rex sole,Glyptocephalus zachirus,10200,113,4.6,9.7,162,201901,73
56.66005,-167.06417,F-02,31,2019,6/24/19 9:32,1.0019,3.9064,rex sole,Glyptocephalus zachirus,10200,95,4.5,9.9,162,201901,74
57.49167,-170.52322,IH2221,42,2019,7/4/19 14:53,0.1,0.4396,rex sole,Glyptocephalus zachirus,10200,73,5.4,8.7,162,201901,115
57.0202,-171.39382,G-23,61,2019,7/9/19 12:36,0.0507,0.3959,rex sole,Glyptocephalus zachirus,10200,109,4.6,9.8,162,201901,137
56.68099,-171.3587,F-23,61,2019,7/9/19 15:26,6.0898,17.8398,rex sole,Glyptocephalus zachirus,10200,119,4.4,9.9,162,201901,138
56.98109,-173.23429,G-26,61,2019,7/14/19 7:46,7.1184,19.8268,rex sole,Glyptocephalus zachirus,10200,141,4.3,9.8,162,201901,139
57.31562,-173.30325,H-26,61,2019,7/14/19 10:54,1.5796,5.8997,rex sole,Glyptocephalus zachirus,10200,120,4.3,10.7,162,201901,140
57.69571,-173.4015,I-26,61,2019,7/14/19 15:49,2.3143,7.9369,rex sole,Glyptocephalus zachirus,10200,147,4,11.2,162,201901,142
58.00709,-173.47291,J-26,61,2019,7/15/19 9:31,0.6153,2.3461,rex sole,Glyptocephalus zachirus,10200,116,3.9,11.1,162,201901,144
58.32507,-173.56697,K-26,61,2019,7/15/19 12:23,0.4619,2.217,rex sole,Glyptocephalus zachirus,10200,115,3.8,10.6,162,201901,145
58.33233,-174.28411,K-27,61,2019,7/15/19 15:19,3.5339,21.8981,rex sole,Glyptocephalus zachirus,10200,155,4,10.9,162,201901,146
58.6584,-174.27427,L-27,61,2019,7/15/19 17:50,0.7556,3.9277,rex sole,Glyptocephalus zachirus,10200,157,3.8,11.3,162,201901,147
58.65356,-173.62373,L-26,61,2019,7/16/19 7:41,0.0611,0.3594,rex sole,Glyptocephalus zachirus,10200,127,3.8,11.5,162,201901,148
58.66973,-176.15867,L-30,61,2019,7/22/19 11:07,3.2361,13.1222,rex sole,Glyptocephalus zachirus,10200,139,3.6,9.6,162,201901,173
58.66424,-176.78598,L-31,61,2019,7/22/19 13:55,0.692,2.2934,rex sole,Glyptocephalus zachirus,10200,136,3.4,9.7,162,201901,174
58.98276,-177.51758,M-32,61,2019,7/22/19 18:09,0.784,3.9097,rex sole,Glyptocephalus zachirus,10200,134,3.5,9.5,162,201901,175
58.98671,-176.93687,M-31,61,2019,7/23/19 7:55,0.4594,2.9101,rex sole,Glyptocephalus zachirus,10200,136,3.3,9.6,162,201901,176
59.31536,-177.0554,N-31,61,2019,7/23/19 10:31,0.233,0.8395,rex sole,Glyptocephalus zachirus,10200,149,3.2,9.5,162,201901,177
59.64438,-177.13049,O-31,61,2019,7/23/19 13:05,0.3668,2.4105,rex sole,Glyptocephalus zachirus,10200,176,3.3,9.9,162,201901,178
56.99285,-159.14847,G-15,10,2019,6/3/19 7:04,212.9509,1155.8048,yellowfin sole,Limanda aspera,10210,35,7.3,8.2,94,201901,2
57.33416,-159.06407,H-15,10,2019,6/3/19 11:36,75.6783,358.157,yellowfin sole,Limanda aspera,10210,49,6,8.2,94,201901,4
57.6253,-159.02686,I-15,10,2019,6/3/19 15:19,19.2612,52.4708,yellowfin sole,Limanda aspera,10210,45,6.2,6.8,94,201901,5
57.97464,-158.98148,J-15,10,2019,6/3/19 19:02,11.5534,34.6887,yellowfin sole,Limanda aspera,10210,39,6.5,8.1,94,201901,7
58.28618,-159.97773,K-13,10,2019,6/4/19 7:47,273.9264,1010.7128,yellowfin sole,Limanda aspera,10210,39,6.4,9,94,201901,9
58.01526,-160.2015,J-13,10,2019,6/4/19 10:10,73.1265,276.3917,yellowfin sole,Limanda aspera,10210,51,6.1,7,94,201901,10
57.69052,-160.25799,I-13,31,2019,6/4/19 13:15,221.0044,684.4988,yellowfin sole,Limanda aspera,10210,54,5.5,7.5,94,201901,11
57.34125,-160.29398,H-13,31,2019,6/4/19 16:12,281.5003,784.1997,yellowfin sole,Limanda aspera,10210,61,5,7.5,94,201901,12
56.68875,-159.70454,F-14,10,2019,6/5/19 18:57,615.1204,1513.89,yellowfin sole,Limanda aspera,10210,35,7.7,8,94,201901,13
56.66937,-160.35115,F-13,31,2019,6/6/19 7:06,43.5666,107.996,yellowfin sole,Limanda aspera,10210,60,5.5,8.1,94,201901,15
56.67444,-160.94185,F-12,31,2019,6/6/19 10:15,77.0675,222.6895,yellowfin sole,Limanda aspera,10210,71,5,7.8,94,201901,16
56.34667,-160.96492,E-12,10,2019,6/6/19 12:56,520.6023,1401.2305,yellowfin sole,Limanda aspera,10210,54,5.9,8.2,94,201901,17
56.32843,-161.60782,E-11,10,2019,6/6/19 15:48,39.2256,99.1737,yellowfin sole,Limanda aspera,10210,64,4.9,8.6,94,201901,18
56.65096,-161.59646,F-11,31,2019,6/6/19 18:36,109.787,326.8914,yellowfin sole,Limanda aspera,10210,88,4.6,8.4,94,201901,19
56.9865,-161.55186,G-11,31,2019,6/7/19 7:08,34.9356,123.0264,yellowfin sole,Limanda aspera,10210,69,4.8,8.1,94,201901,20
57.30906,-161.55211,H-11,31,2019,6/7/19 9:49,12.8715,77.8504,yellowfin sole,Limanda aspera,10210,56,5.8,8,94,201901,21
57.65035,-161.48532,I-11,10,2019,6/7/19 12:32,65.5682,286.7722,yellowfin sole,Limanda aspera,10210,53,5.4,8.2,94,201901,22
57.984,-161.4658,J-11,10,2019,6/7/19 15:13,79.0689,339.9312,yellowfin sole,Limanda aspera,10210,55,6.1,9.6,94,201901,23
58.6944,-162.69589,L-09,10,2019,6/8/19 7:56,76.0168,248.3348,yellowfin sole,Limanda aspera,10210,22,8,7.9,94,201901,25
58.35716,-162.72763,K-09,10,2019,6/8/19 10:52,70.6472,261.8628,yellowfin sole,Limanda aspera,10210,32,7.8,7.9,94,201901,26
58.02696,-162.73477,J-09,10,2019,6/8/19 13:36,93.9073,340.3456,yellowfin sole,Limanda aspera,10210,41,6.6,7.5,94,201901,27
57.68728,-162.7304,I-09,10,2019,6/8/19 16:12,85.256,304.5724,yellowfin sole,Limanda aspera,10210,44,6.6,7.4,94,201901,28
57.3478,-162.74769,H-09,10,2019,6/8/19 18:41,17.106,59.3847,yellowfin sole,Limanda aspera,10210,48,6.2,7.6,94,201901,29
57.01481,-162.7846,G-09,31,2019,6/9/19 7:09,31.9259,90.8414,yellowfin sole,Limanda aspera,10210,60,4.8,8.1,94,201901,30
56.66986,-162.81097,F-09,31,2019,6/9/19 9:48,73.0268,208.4037,yellowfin sole,Limanda aspera,10210,72,4.2,8.5,94,201901,31
56.35025,-162.79048,E-09,31,2019,6/9/19 12:23,74.8205,198.2965,yellowfin sole,Limanda aspera,10210,78,4.3,8.8,94,201901,32
56.00527,-162.79824,D-09,31,2019,6/9/19 15:04,69.2961,162.4024,yellowfin sole,Limanda aspera,10210,79,4.5,9.1,94,201901,33
55.99372,-163.39367,D-08,31,2019,6/10/19 7:08,21.2605,48.2874,yellowfin sole,Limanda aspera,10210,88,4.5,8.9,94,201901,34
56.32909,-163.41739,E-08,31,2019,6/10/19 11:22,77.4543,210.2616,yellowfin sole,Limanda aspera,10210,85,4.3,8.9,94,201901,36
56.64909,-163.3981,F-08,31,2019,6/10/19 13:55,49.8519,158.1667,yellowfin sole,Limanda aspera,10210,75,4.1,8.9,94,201901,37
57.00133,-163.39803,G-08,31,2019,6/11/19 7:07,65.9387,204.4266,yellowfin sole,Limanda aspera,10210,65,4.1,8.3,94,201901,40
57.31535,-163.37845,H-08,10,2019,6/11/19 9:53,45.4675,186.0253,yellowfin sole,Limanda aspera,10210,53,5.3,7.4,94,201901,41
57.65533,-163.38971,I-08,10,2019,6/11/19 12:39,83.6974,280.6698,yellowfin sole,Limanda aspera,10210,47,6.6,6.9,94,201901,42
57.98683,-163.38382,J-08,10,2019,6/11/19 15:19,82.8802,232.2383,yellowfin sole,Limanda aspera,10210,44,6.2,8,94,201901,43
58.31899,-163.36655,K-08,10,2019,6/11/19 17:47,118.4179,385.3675,yellowfin sole,Limanda aspera,10210,37,6.5,9.6,94,201901,44
59.66797,-165.93182,O-04,20,2019,6/13/19 7:12,27.2863,177.6873,yellowfin sole,Limanda aspera,10210,23,8.8,8.7,94,201901,46
59.6672,-166.61919,O-03,20,2019,6/13/19 10:38,32.2228,361.178,yellowfin sole,Limanda aspera,10210,28,7.7,7.8,94,201901,48
59.67003,-167.25037,O-02,20,2019,6/13/19 12:53,83.24,373.2537,yellowfin sole,Limanda aspera,10210,31,5.9,6.1,94,201901,49
59.36035,-167.27609,N-02,20,2019,6/13/19 15:33,34.2995,66.3904,yellowfin sole,Limanda aspera,10210,32,6.4,6.7,94,201901,50
59.33483,-166.64095,N-03,20,2019,6/13/19 18:07,163.1817,498.4072,yellowfin sole,Limanda aspera,10210,29,7.1,7.3,94,201901,51
59.33907,-163.96075,N-07,10,2019,6/14/19 7:58,48.4197,285.1585,yellowfin sole,Limanda aspera,10210,22,9.5,10,94,201901,53
59.33327,-164.62613,N-06,10,2019,6/14/19 10:29,112.0219,404.64,yellowfin sole,Limanda aspera,10210,23,9.7,10.7,94,201901,54
59.32674,-165.29107,N-05,20,2019,6/14/19 12:50,77.7262,490.2557,yellowfin sole,Limanda aspera,10210,21,9.2,9.5,94,201901,55
59.33136,-165.94042,N-04,20,2019,6/14/19 15:05,60.5304,592.7478,yellowfin sole,Limanda aspera,10210,24,8.5,9.1,94,201901,56
59.0166,-166.5581,M-03,20,2019,6/14/19 18:32,149.4439,311.311,yellowfin sole,Limanda aspera,10210,34,6.8,6.8,94,201901,57
59.0037,-165.9422,M-04,20,2019,6/15/19 7:02,81.664,338.0182,yellowfin sole,Limanda aspera,10210,31,7.4,7.4,94,201901,58
59.01031,-165.30847,M-05,10,2019,6/15/19 9:34,58.3768,193.0938,yellowfin sole,Limanda aspera,10210,29,7.6,7.6,94,201901,59
58.68496,-165.29102,L-05,10,2019,6/15/19 12:01,89.1699,440.7993,yellowfin sole,Limanda aspera,10210,39,6.6,7.9,94,201901,60
58.35432,-165.28144,K-05,10,2019,6/15/19 14:29,106.9238,361.5419,yellowfin sole,Limanda aspera,10210,44,6.2,8.4,94,201901,61
58.01945,-165.25038,J-05,10,2019,6/15/19 17:06,135.6128,644.5893,yellowfin sole,Limanda aspera,10210,50,6.3,8.1,94,201901,62
57.68252,-165.2586,I-05,31,2019,6/16/19 7:03,42.4435,109.1991,yellowfin sole,Limanda aspera,10210,61,4,8.8,94,201901,63
57.34543,-165.22465,H-05,31,2019,6/16/19 9:40,113.3082,331.0824,yellowfin sole,Limanda aspera,10210,68,3.7,9,94,201901,64
57.01066,-165.22331,G-05,31,2019,6/16/19 12:10,112.3016,281.815,yellowfin sole,Limanda aspera,10210,71,3.9,9.3,94,201901,65
56.67772,-165.21241,F-05,31,2019,6/16/19 14:39,60.8265,159.1039,yellowfin sole,Limanda aspera,10210,76,3.9,9.6,94,201901,66
56.65689,-165.83554,F-04,31,2019,6/16/19 17:10,110.8878,314.9017,yellowfin sole,Limanda aspera,10210,79,4,9.8,94,201901,67
56.67795,-166.42057,F-03,31,2019,6/17/19 7:12,27.889,60.953,yellowfin sole,Limanda aspera,10210,84,4.2,9.5,94,201901,68
56.65516,-168.31849,F-18,50,2019,6/24/19 12:40,1.1668,1.9128,yellowfin sole,Limanda aspera,10210,107,4.5,9.7,94,201901,81
56.65396,-167.6742,F-01,31,2019,6/24/19 15:46,9.0192,16.5942,yellowfin sole,Limanda aspera,10210,103,4.5,9.7,94,201901,82
