Survey,Year,Cruise Join ID,Haul Join ID,Catch Join ID,Vessel Number,Cruise Number,Haul Number,Starting Latitude (dd),Starting Longitude (dd),Ending Latitude (dd),Ending Longitude (dd),Stratum,Stratum INPFC Area,Stratum Min Depth (m),Stratum Max Depth (m),Stratum Description,Stratum Regulatory Area Name,Stratum Type,Domain,Density,Gear Performance,Satisfactory Gear Performance,Gear Performance Note,Gear Depth,Bottom Depth,Distance Fished (km),Net Width (m) ,Species Code,Common Name,Scientific Name,Weight (kg),Number of Fish,Effort (km2),Weight CPUE (kg/km2),Number CPUE (number/km2),akfin_load_date
EBS_SHELF,1983,84,1178,105894,1,198303,42,56.656,-164.59,56.67167,-164.6275,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,77,77,2.871,16.695,10210,yellowfin sole,Limanda aspera,477.633,2092,0.047931345,9964.940479,43645.76041,3-Oct-19
EBS_SHELF,1983,84,1260,107950,1,198303,124,59.6725,-171.2325,59.65967,-171.28117,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,75,75,2.63,16.722,10210,yellowfin sole,Limanda aspera,64.41,201,0.04397886,1464.567294,4570.377677,3-Oct-19
EBS_SHELF,1983,84,1227,107167,1,198303,91,57.51383,-168.65867,57.49233,-168.63283,42,,,,"50-100m in NW section, high density, pribilofs - MIDDLE DOMAIN",,,,,0,Y,Good performance,73,73,2.759,16.695,10210,yellowfin sole,Limanda aspera,246.981,891,0.046061505,5361.982853,19343.70143,3-Oct-19
EBS_SHELF,1983,84,1233,,1,198303,97,56.67267,-168.297,56.65283,-168.27783,50,,,,"100-200 m, SE section - OUTER DOMAIN",,,,,0,Y,Good performance,110,110,2.537,17.071,10210,yellowfin sole,Limanda aspera,0,0,0.043309127,0,0,3-Oct-19
EBS_SHELF,1983,84,1200,106449,1,198303,64,55.35333,-165.78033,55.33833,-165.812,50,,,,"100-200 m, SE section - OUTER DOMAIN",,,,,0,Y,Good performance,123,123,2.871,17.097,10210,yellowfin sole,Limanda aspera,1.361,4,0.049085487,27.72713654,81.49048211,3-Oct-19
EBS_SHELF,1983,84,1211,,1,198303,75,55.0015,-166.93333,54.97983,-166.96133,50,,,,"100-200 m, SE section - OUTER DOMAIN",,,,,0,Y,Good performance,159,159,2.834,17.32,10210,yellowfin sole,Limanda aspera,0,0,0.04908488,0,0,3-Oct-19
EBS_SHELF,1983,84,1274,,1,198303,138,57.6565,-172.14883,57.66717,-172.19,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,112,112,2.741,17.064,10210,yellowfin sole,Limanda aspera,0,0,0.046772424,0,0,3-Oct-19
EBS_SHELF,1983,84,1288,,1,198303,152,57.32433,-173.324,57.34617,-173.34117,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,124,124,2.778,17.106,10210,yellowfin sole,Limanda aspera,0,0,0.047520468,0,0,3-Oct-19
EBS_SHELF,1983,84,1293,108917,1,198303,157,58.98733,-173.70217,59.009,-173.72467,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,121,121,2.759,17.106,10210,yellowfin sole,Limanda aspera,0.816,2,0.047195454,17.28980084,42.37696283,3-Oct-19
EBS_SHELF,1983,84,1303,,1,198303,167,60.34417,-175.385,60.32033,-175.39117,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,115,115,2.741,17.084,10210,yellowfin sole,Limanda aspera,0,0,0.046827244,0,0,3-Oct-19
EBS_SHELF,1983,84,1294,108959,1,198303,158,59.32517,-173.78167,59.33867,-173.82383,62,,,,"100-200 m, NW section, high density, St. Matthew - OUTER DOMAIN",,,,,0,Y,Good performance,113,113,2.741,17.064,10210,yellowfin sole,Limanda aspera,2.132,3,0.046772424,45.58241412,64.14035757,3-Oct-19
EBS_SHELF,1983,144,8674,241234,37,198301,6,57.3395,-159.05467,57.32317,-159.0785,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,48,48,2.315,15.493,10210,yellowfin sole,Limanda aspera,106.866,627,0.035866295,2979.566192,17481.59379,3-Oct-19
EBS_SHELF,1983,144,8689,241583,37,198301,21,56.349,-161.596,56.32917,-161.62183,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,66,66,2.741,16.135,10210,yellowfin sole,Limanda aspera,907.772,4080,0.044226035,20525.73784,92253.35258,3-Oct-19
EBS_SHELF,1983,144,8696,241746,37,198301,28,57.6525,-162.74417,57.67433,-162.77383,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,44,44,3,16.42,10210,yellowfin sole,Limanda aspera,639.112,3672,0.04926,12974.25903,74543.23995,3-Oct-19
EBS_SHELF,1983,144,8721,242328,37,198301,53,58.30383,-165.31733,58.32333,-165.28867,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,46,46,2.759,15.493,10210,yellowfin sole,Limanda aspera,850.44,5043,0.042745187,19895.57327,117978.1948,3-Oct-19
EBS_SHELF,1983,144,8761,243323,37,198301,93,59.351,-169.18467,59.3295,-169.20567,20,,,,<50 m in NW section- INNER DOMAIN,,,,,0,Y,Good performance,49,49,2.685,16.278,10210,yellowfin sole,Limanda aspera,360.062,1135,0.04370643,8238.19287,25968.71902,3-Oct-19
EBS_SHELF,1983,144,8693,241688,37,198301,25,56.66,-162.78583,56.68133,-162.7865,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,73,73,2.371,16.135,10210,yellowfin sole,Limanda aspera,1603.359,6216,0.038256085,41911.21491,162483.9552,3-Oct-19
EBS_SHELF,1983,144,8710,242065,37,198301,42,54.68,-165.154,54.706,-165.156,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,84,84,2.908,16.791,10210,yellowfin sole,Limanda aspera,550.383,1707,0.048828228,11271.82006,34959.28626,3-Oct-19
EBS_SHELF,1983,144,8802,244169,37,198301,134,58.70133,-171.69283,58.67833,-171.692,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,95,95,2.574,17.166,10210,yellowfin sole,Limanda aspera,51.936,140,0.044185284,1175.413968,3168.475731,3-Oct-19
EBS_SHELF,1983,144,8804,244211,37,198301,136,58.03167,-171.55617,58.00983,-171.55,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,101,101,2.463,17.446,10210,yellowfin sole,Limanda aspera,9.389,27,0.042969498,218.5038326,628.352698,3-Oct-19
EBS_SHELF,1983,144,8749,243036,37,198301,81,57.9865,-167.7995,58.01183,-167.8045,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,68,68,2.834,16.791,10210,yellowfin sole,Limanda aspera,153.496,615,0.047585694,3225.675347,12924.05234,3-Oct-19
EBS_SHELF,1983,144,8785,243849,37,198301,117,58.321,-170.379,58.3425,-170.3815,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,77,77,2.408,16.791,10210,yellowfin sole,Limanda aspera,102.058,359,0.040432728,2524.143313,8878.945789,3-Oct-19
EBS_SHELF,1983,144,8793,244005,37,198301,125,60.68117,-172.11567,60.65867,-172.1015,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,64,64,2.63,16.791,10210,yellowfin sole,Limanda aspera,4.763,13,0.04416033,107.8569839,294.3818581,3-Oct-19
EBS_SHELF,1983,144,8769,243523,37,198301,101,57.32083,-168.9855,57.3085,-169.00633,42,,,,"50-100m in NW section, high density, pribilofs - MIDDLE DOMAIN",,,,,0,Y,Good performance,71,71,1.871,16.791,10210,yellowfin sole,Limanda aspera,99.11,363,0.031415961,3154.765821,11554.63619,3-Oct-19
EBS_SHELF,1983,144,8780,,37,198301,112,57.3435,-170.23167,57.35533,-170.20867,42,,,,"50-100m in NW section, high density, pribilofs - MIDDLE DOMAIN",,,,,0,Y,Good performance,59,59,1.908,16.278,10210,yellowfin sole,Limanda aspera,0,0,0.031058424,0,0,3-Oct-19
EBS_SHELF,1983,144,8784,243826,37,198301,116,58,-170.3215,58.0225,-170.313,42,,,,"50-100m in NW section, high density, pribilofs - MIDDLE DOMAIN",,,,,0,Y,Good performance,77,77,2.556,16.791,10210,yellowfin sole,Limanda aspera,90.129,339,0.042917796,2100.037942,7898.821272,3-Oct-19
EBS_SHELF,1983,144,8794,244020,37,198301,126,60.3515,-172.05933,60.33583,-172.0235,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,62,62,2.648,16.278,10210,yellowfin sole,Limanda aspera,49.528,140,0.043104144,1149.031054,3247.947576,3-Oct-19
EBS_SHELF,1983,144,8745,,37,198301,77,55.68417,-167.55217,55.66783,-167.5805,50,,,,"100-200 m, SE section - OUTER DOMAIN",,,,,0,Y,Good performance,141,141,2.537,17.835,10210,yellowfin sole,Limanda aspera,0,0,0.045247395,0,0,3-Oct-19
EBS_SHELF,1983,144,8738,,37,198301,70,55.348,-166.32683,55.3285,-166.3465,50,,,,"100-200 m, SE section - OUTER DOMAIN",,,,,0,Y,Good performance,137,137,2.519,17.835,10210,yellowfin sole,Limanda aspera,0,0,0.044926365,0,0,3-Oct-19
EBS_SHELF,1983,144,8810,,37,198301,142,57.014,-172.65617,57.04033,-172.66117,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,124,124,2.945,17.665,10210,yellowfin sole,Limanda aspera,0,0,0.052023425,0,0,3-Oct-19
EBS_SHELF,1983,144,8834,,37,198301,166,60.659,-176.19133,60.6375,-176.181,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,121,121,2.463,17.446,10210,yellowfin sole,Limanda aspera,0,0,0.042969498,0,0,3-Oct-19
EBS_SHELF,1983,144,8832,,37,198301,164,60.31683,-174.711,60.34067,-174.70883,62,,,,"100-200 m, NW section, high density, St. Matthew - OUTER DOMAIN",,,,,0,Y,Good performance,102,102,2.648,17.446,10210,yellowfin sole,Limanda aspera,0,0,0.046197008,0,0,3-Oct-19
EBS_SHELF,1984,85,1329,109942,1,198402,3,57.9885,-158.31417,58.01483,-158.30467,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,38,38,2.926,16.055,10210,yellowfin sole,Limanda aspera,178.035,693,0.04697693,3789.83897,14751.92185,3-Oct-19
EBS_SHELF,1984,85,1335,110088,1,198402,9,56.6865,-159.75667,56.66967,-159.79117,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,38,38,2.852,16.055,10210,yellowfin sole,Limanda aspera,139.117,808,0.04578886,3038.228076,17646.21351,3-Oct-19
EBS_SHELF,1984,85,1360,110783,1,198402,34,58.32233,-163.37367,58.34783,-163.3795,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,44,44,2.722,13.887,10210,yellowfin sole,Limanda aspera,1100.778,5974,0.037800414,29120.79217,158040.5971,3-Oct-19
EBS_SHELF,1984,85,1364,110871,1,198402,38,58.977,-164.7175,58.94817,-164.7255,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,29,29,2.852,12.747,10210,yellowfin sole,Limanda aspera,348.813,1605,0.036354444,9594.782965,44148.66034,3-Oct-19
EBS_SHELF,1984,85,1387,111574,1,198402,61,58.32517,-165.93867,58.35133,-165.94717,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,46,46,2.797,14.591,10210,yellowfin sole,Limanda aspera,187.787,766,0.040811027,4601.378936,18769.437,3-Oct-19
EBS_SHELF,1984,85,1390,111659,1,198402,64,59.31917,-165.95917,59.3435,-165.96633,20,,,,<50 m in NW section- INNER DOMAIN,,,,,0,Y,Good performance,26,26,2.797,12.747,10210,yellowfin sole,Limanda aspera,207.292,1129,0.035653359,5814.094543,31666.02058,3-Oct-19
EBS_SHELF,1984,85,1410,112395,1,198402,84,58.6735,-168.506,58.64967,-168.49267,20,,,,<50 m in NW section- INNER DOMAIN,,,,,0,Y,Good performance,55,55,2.778,15.366,10210,yellowfin sole,Limanda aspera,752.419,3291,0.042686748,17626.52428,77096.52654,3-Oct-19
EBS_SHELF,1984,85,1371,111082,1,198402,45,56.68,-164.6025,56.65633,-164.59517,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,79,79,2.722,16.055,10210,yellowfin sole,Limanda aspera,498.952,1974,0.04370171,11417.21914,45169.8572,3-Oct-19
EBS_SHELF,1984,85,1433,113241,1,198402,107,58.668,-169.77783,58.67117,-169.824,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,70,70,2.759,15.702,10210,yellowfin sole,Limanda aspera,499.178,1918,0.043321818,11522.55429,44273.30358,3-Oct-19
EBS_SHELF,1984,85,1435,113316,1,198402,109,59.32867,-169.88983,59.34267,-169.92717,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,64,64,2.778,15.992,10210,yellowfin sole,Limanda aspera,544.492,2072,0.044425776,12256.2181,46639.59049,3-Oct-19
EBS_SHELF,1984,85,1436,113344,1,198402,110,59.66083,-169.92417,59.67667,-169.96317,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,59,59,2.815,15.349,10210,yellowfin sole,Limanda aspera,316.426,1033,0.043207435,7323.415519,23907.92233,3-Oct-19
EBS_SHELF,1984,85,1446,113666,1,198402,120,60.0085,-171.28533,59.98483,-171.273,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,73,73,2.759,16.226,10210,yellowfin sole,Limanda aspera,57.153,183,0.044767534,1276.661788,4087.783794,3-Oct-19
EBS_SHELF,1984,85,1448,113749,1,198402,122,59.34167,-171.193,59.31733,-171.19583,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,79,79,2.722,16.055,10210,yellowfin sole,Limanda aspera,107.501,352,0.04370171,2459.88086,8054.604728,3-Oct-19
EBS_SHELF,1984,85,1451,113856,1,198402,125,58.34517,-171.01767,58.31983,-171.00667,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,88,88,2.926,16.454,10210,yellowfin sole,Limanda aspera,97.386,295,0.048144404,2022.789606,6127.399562,3-Oct-19
EBS_SHELF,1984,85,1431,113176,1,198402,105,57.9985,-169.688,57.99583,-169.73483,42,,,,"50-100m in NW section, high density, pribilofs - MIDDLE DOMAIN",,,,,0,Y,Good performance,73,73,2.815,15.97,10210,yellowfin sole,Limanda aspera,319.329,1167,0.04495555,7103.216399,25958.97503,3-Oct-19
EBS_SHELF,1984,85,1454,113952,1,198402,128,57.34583,-170.87017,57.323,-170.87,42,,,,"50-100m in NW section, high density, pribilofs - MIDDLE DOMAIN",,,,,0,Y,Good performance,86,86,2.704,16.389,10210,yellowfin sole,Limanda aspera,20.865,52,0.044315856,470.8247089,1173.394913,3-Oct-19
EBS_SHELF,1984,85,1468,114444,1,198402,142,59.3155,-172.5045,59.3395,-172.5045,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,91,91,2.778,16.44,10210,yellowfin sole,Limanda aspera,211.828,596,0.04567032,4638.198287,13050.05089,3-Oct-19
EBS_SHELF,1984,85,1473,114595,1,198402,147,60.17,-172.987,60.171,-172.93717,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,60,60,2.759,15.466,10210,yellowfin sole,Limanda aspera,42.411,120,0.042670694,993.9139963,2812.234551,3-Oct-19
EBS_SHELF,1984,85,1531,,1,198402,205,58.991,-175.735,59.0145,-175.748,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,137,137,2.722,17.097,10210,yellowfin sole,Limanda aspera,0,0,0.046538034,0,0,3-Oct-19
EBS_SHELF,1984,85,1534,,1,198402,208,59.98717,-175.9495,60.012,-175.9505,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,134,134,2.778,17.106,10210,yellowfin sole,Limanda aspera,0,0,0.047520468,0,0,3-Oct-19
EBS_SHELF,1984,85,1543,,1,198402,217,60.00917,-177.21583,59.9845,-177.23333,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,141,141,2.815,17.145,10210,yellowfin sole,Limanda aspera,0,0,0.048263175,0,0,3-Oct-19
EBS_SHELF,1984,85,1544,,1,198402,218,60,-176.66933,60.00517,-176.61883,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,144,144,2.778,17.157,10210,yellowfin sole,Limanda aspera,0,0,0.047662146,0,0,3-Oct-19
EBS_SHELF,1984,85,1553,,1,198402,227,58.666,-176.23633,58.66883,-176.19,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,141,141,2.704,17.151,10210,yellowfin sole,Limanda aspera,0,0,0.046376304,0,0,3-Oct-19
EBS_SHELF,1984,85,1463,114259,1,198402,137,57.65983,-172.173,57.67133,-172.21367,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,112,112,2.852,16.811,10210,yellowfin sole,Limanda aspera,2.495,4,0.047944972,52.03882484,83.4289777,3-Oct-19
EBS_SHELF,1984,85,1465,114340,1,198402,139,58.3375,-172.27383,58.33717,-172.34067,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,106,106,3.741,16.722,10210,yellowfin sole,Limanda aspera,5.897,14,0.062557002,94.26602637,223.795891,3-Oct-19
EBS_SHELF,1984,85,1520,115575,1,198402,194,59.99033,-174.605,60.0145,-174.61433,62,,,,"100-200 m, NW section, high density, St. Matthew - OUTER DOMAIN",,,,,0,Y,Good performance,112,112,2.778,16.807,10210,yellowfin sole,Limanda aspera,1.814,5,0.046689846,38.85213072,107.0896657,3-Oct-19
EBS_SHELF,1984,85,1521,115609,1,198402,195,60.321,-174.724,60.34517,-174.73967,62,,,,"100-200 m, NW section, high density, St. Matthew - OUTER DOMAIN",,,,,0,Y,Good performance,106,106,2.871,16.732,10210,yellowfin sole,Limanda aspera,1.27,3,0.048037572,26.43763927,62.45111639,3-Oct-19
EBS_SHELF,1984,145,8869,245908,37,198401,11,56.34133,-161.48183,56.329,-161.52567,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,62,62,3.037,16.752,10210,yellowfin sole,Limanda aspera,436.673,1969,0.050875824,8583.114054,38702.07586,3-Oct-19
EBS_SHELF,1984,145,8879,246232,37,198401,21,57.6865,-162.75533,57.66083,-162.74383,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,40,40,2.945,15.446,10210,yellowfin sole,Limanda aspera,866.18,4170,0.04548847,19041.74838,91671.58183,3-Oct-19
EBS_SHELF,1984,145,8892,246639,37,198401,34,57.318,-164.0015,57.34067,-164.00633,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,60,60,2.556,16.783,10210,yellowfin sole,Limanda aspera,561.094,2992,0.042897348,13079.9228,69747.90143,3-Oct-19
EBS_SHELF,1984,145,8915,247304,37,198401,57,56.32167,-165.205,56.29833,-165.19833,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,88,88,2.63,16.752,10210,yellowfin sole,Limanda aspera,164.2,553,0.04405776,3726.925745,12551.70485,3-Oct-19
EBS_SHELF,1984,145,8868,245871,37,198401,10,56.68167,-160.35167,56.65833,-160.36833,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,59,59,2.797,16.182,10210,yellowfin sole,Limanda aspera,157.397,621,0.045261054,3477.537222,13720.40519,3-Oct-19
EBS_SHELF,1984,145,8882,246319,37,198401,24,56.6865,-162.784,56.66033,-162.7765,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,73,73,2.945,16.582,10210,yellowfin sole,Limanda aspera,295.289,1217,0.04883399,6046.792408,24921.16659,3-Oct-19
EBS_SHELF,1984,145,8931,247809,37,198401,73,57.98267,-166.52217,58.0065,-166.536,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,62,62,2.778,16.752,10210,yellowfin sole,Limanda aspera,1449.137,6913,0.046537056,31139.42145,148548.2881,3-Oct-19
EBS_SHELF,1984,145,8969,249071,37,198401,111,59.672,-170.58767,59.64417,-170.59067,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,66,66,3.111,16.69,10210,yellowfin sole,Limanda aspera,120.656,378,0.05192259,2323.766977,7280.068271,3-Oct-19
EBS_SHELF,1984,145,8972,249169,37,198401,114,58.66333,-170.42683,58.63833,-170.423,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,75,75,2.797,16.953,10210,yellowfin sole,Limanda aspera,819.959,2880,0.047417541,17292.31383,60737.01713,3-Oct-19
EBS_SHELF,1984,145,8991,249790,37,198401,133,58.98933,-171.81033,59.01467,-171.79617,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,88,88,2.945,16.885,10210,yellowfin sole,Limanda aspera,61.961,181,0.049726325,1246.040201,3639.923119,3-Oct-19
EBS_SHELF,1984,145,8959,248746,37,198401,101,57.99717,-169.07333,58.01167,-169.04167,42,,,,"50-100m in NW section, high density, pribilofs - MIDDLE DOMAIN",,,,,0,Y,Good performance,71,71,2.482,16.613,10210,yellowfin sole,Limanda aspera,934.128,3250,0.041233466,22654.60779,78819.47154,3-Oct-19
EBS_SHELF,1984,145,8996,249951,37,198401,138,60.15683,-172.289,60.18217,-172.27983,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,57,57,2.852,16.488,10210,yellowfin sole,Limanda aspera,98.883,303,0.047023776,2102.829854,6443.548897,3-Oct-19
EBS_SHELF,1984,145,9013,250589,37,198401,155,57.67117,-172.77583,57.64567,-172.76633,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,121,121,2.908,16.757,10210,yellowfin sole,Limanda aspera,0.68,1,0.048729356,13.95462727,20.52151069,3-Oct-19
EBS_SHELF,1985,146,9111,252656,37,198501,44,58.66433,-162.49217,58.657,-162.52883,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,42,42,2.278,16.445,10210,yellowfin sole,Limanda aspera,31.751,126,0.03746171,847.5587473,3363.434291,3-Oct-19
EBS_SHELF,1985,146,9126,253092,37,198501,59,57.64867,-163.3685,57.67383,-163.38483,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,44,44,2.945,16.414,10210,yellowfin sole,Limanda aspera,444.747,2148,0.04833923,9200.539603,44435.95812,3-Oct-19
EBS_SHELF,1985,146,9076,251696,37,198501,9,56.65567,-159.76983,56.6725,-159.74483,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,33,33,2.426,14.549,10210,yellowfin sole,Limanda aspera,122.924,597,0.035295874,3482.673357,16914.1583,3-Oct-19
EBS_SHELF,1985,146,9198,255250,37,198501,131,60.336,-169.349,60.312,-169.3355,20,,,,<50 m in NW section- INNER DOMAIN,,,,,0,Y,Good performance,42,42,2.759,16.445,10210,yellowfin sole,Limanda aspera,298.917,904,0.045371755,6588.173634,19924.2899,3-Oct-19
EBS_SHELF,1985,146,9201,255344,37,198501,134,59.348,-169.24417,59.32517,-169.24583,20,,,,<50 m in NW section- INNER DOMAIN,,,,,0,Y,Good performance,48,48,2.537,16.352,10210,yellowfin sole,Limanda aspera,370.086,1279,0.041485024,8920.954222,30830.4028,3-Oct-19
EBS_SHELF,1985,146,9146,253599,37,198501,79,59.33017,-165.96017,59.35583,-165.96783,20,,,,<50 m in NW section- INNER DOMAIN,,,,,0,Y,Good performance,22,22,2.908,13.654,10210,yellowfin sole,Limanda aspera,604.185,2467,0.039705832,15216.53041,62131.93064,3-Oct-19
EBS_SHELF,1985,146,9211,255659,37,198501,144,55.97517,-163.9985,56.0025,-164.005,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,90,90,3.074,17.016,10210,yellowfin sole,Limanda aspera,116.12,424,0.052307184,2219.962749,8105.961124,3-Oct-19
EBS_SHELF,1985,146,9212,255688,37,198501,145,56.33333,-164.01317,56.33367,-164.05917,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,84,84,2.834,17.108,10210,yellowfin sole,Limanda aspera,280.32,1284,0.048484072,5781.692594,26482.92412,3-Oct-19
EBS_SHELF,1985,146,9122,252970,37,198501,55,56.325,-163.3985,56.35067,-163.39833,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,84,84,2.871,16.814,10210,yellowfin sole,Limanda aspera,350.173,1150,0.048272994,7254.014532,23822.84389,3-Oct-19
EBS_SHELF,1985,146,9123,253000,37,198501,56,56.6595,-163.38233,56.684,-163.3815,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,73,73,2.722,16.984,10210,yellowfin sole,Limanda aspera,298.01,1167,0.046230448,6446.184558,25243.10385,3-Oct-19
EBS_SHELF,1985,146,9250,256694,37,198501,183,57.98833,-166.54317,58.0125,-166.54967,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,59,59,2.722,16.798,10210,yellowfin sole,Limanda aspera,1057.324,4127,0.045724156,23123.96975,90258.63703,3-Oct-19
EBS_SHELF,1985,146,9254,256858,37,198501,187,57.0135,-167.73633,56.98833,-167.74817,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,75,75,2.889,17.086,10210,yellowfin sole,Limanda aspera,295.742,1194,0.049361454,5991.355117,24188.91469,3-Oct-19
EBS_SHELF,1985,146,9087,252005,37,198501,20,57.26667,-160.38067,57.25767,-160.42433,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,59,59,2.815,16.182,10210,yellowfin sole,Limanda aspera,821.773,2632,0.04555233,18040.19685,57779.70084,3-Oct-19
EBS_SHELF,1985,146,9099,252341,37,198501,32,56.66967,-161.6045,56.66417,-161.653,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,86,86,3.037,16.783,10210,yellowfin sole,Limanda aspera,308.896,1094,0.050969971,6060.352673,21463.61825,3-Oct-19
EBS_SHELF,1985,146,9160,253992,37,198501,93,60.65283,-172.15567,60.676,-172.17433,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,60,60,2.759,16.783,10210,yellowfin sole,Limanda aspera,0.408,1,0.046304297,8.811277277,21.59626784,3-Oct-19
EBS_SHELF,1985,146,9188,254942,37,198501,121,59.01383,-171.78617,58.9915,-171.77,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,84,84,2.667,16.814,10210,yellowfin sole,Limanda aspera,6.804,19,0.044842938,151.7295767,423.7010519,3-Oct-19
EBS_SHELF,1985,146,9178,254569,37,198501,111,59.81917,-173.57233,59.84067,-173.59583,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,93,93,2.741,16.969,10210,yellowfin sole,Limanda aspera,1.361,3,0.046512029,29.26124767,64.49944379,3-Oct-19
